gene_names	embryonic_day_145_female	embryonic_day_145_female_rep1	embryonic_day_145_female_rep2	embryonic_day_145_male	embryonic_day_145_male_rep1	embryonic_day_145_male_rep2	embryonic_day_115_female	embryonic_day_115_female_rep1	embryonic_day_115_female_rep2	embryonic_day_115_male	embryonic_day_115_male_rep1	embryonic_day_115_male_rep2
ENSMUSG00000033740	St18	4.84879601285511	5.06582918951946	4.86224216916632	5.33392980933221	5.39876281199708	5.48612842152333	5.01288894038908	4.98965000260474	5.05926017922458	4.90219718153348	5.08511379159445	4.96767052772021
ENSMUSG00000051285	Pcmtd1	5.18547465307767	5.05707937297677	5.07836871992929	5.97943327849736	5.86623795689612	5.85517667690189	4.53870673376534	4.68268936826249	4.66891778562407	4.50799302801571	4.55650702269688	4.57309783829664
ENSMUSG00000103509	Gm38372	2.6793569617429	1.8840567644295	1.63315675223249	4.23033609550334	3.83496944173197	3.91765897675445	1.21496667767959	1.07487161594042	1.27042238939909	1.43051923023064	1.31395010692752	1.40526588530765
ENSMUSG00000097797	Gm26901	0.00666264490575941	0.0875164135727999	0.166282739595605	0.686038416323075	0.5399135195658	0.818394627771202	0.0342433665881288	0.191257750126855	-0.0882856201724138	-0.385953330089375	-0.239416343623112	-0.183520934866362
ENSMUSG00000025909	Sntg1	0.906130982266703	1.04485326471055	0.782880374995596	1.20145266594664	1.41746790491124	1.19041019474116	-0.689851747572376	-0.404832646348826	-0.907423508938713	-0.486565777821518	-0.274807991944868	-0.611651877292335
ENSMUSG00000061024	Rrs1	5.95401518069411	6.20936113708047	6.14143264617574	5.79431608099605	5.94749135004504	5.91297615493226	6.6287081588286	6.54432180423952	6.46713269962012	6.66835385997574	6.66162271253477	6.53620675625062
ENSMUSG00000025911	Adhfe1	0.719859443389602	-0.334773673276846	-0.00335054357924136	1.07465052413314	0.610961168564373	-0.0135386851133887	-1.16872021572778	-0.788073452920152	-0.597153221428616	-1.07512247196683	-0.964236947870589	-0.944285902782944
ENSMUSG00000079671	2610203C22Rik	-0.81442793485747	-0.86643266448387	-0.192945234096239	-0.664496524773046	-0.041419088480481	-1.02436468311258	-0.274333717691583	0.0681326090250955	-0.404727374156135	0.0601408538377761	-0.00233175539536035	-0.565767333872675
ENSMUSG00000067879	3110035E14Rik	4.7191339532714	4.50356258799257	4.6006143659408	4.74158250636825	4.75933816965156	4.80084169253063	2.3816348340395	2.35940989778317	2.74170265245736	2.5070217185758	2.9007838830877	2.42628180868339
ENSMUSG00000025912	Mybl1	3.35774899100699	3.6494743064955	3.4677826109871	4.13555575943219	4.35966541076704	4.38878340203393	3.86930487109551	3.68031172645664	3.60787556711238	3.58433618419112	3.63142131196867	3.48520627516017
ENSMUSG00000045210	Vcpip1	5.1100667595609	5.01878916525342	4.94054014330763	5.35919212425305	5.25917799879867	5.24758422609955	4.89300792857483	4.89448595232447	4.93614387029037	4.89041329122165	4.94207602461656	4.86951321164072
ENSMUSG00000025915	Sgk3	1.64287136739686	1.36244113972586	1.50373821032455	1.99415376731639	1.87523781882174	1.72122161203205	1.57624121738117	1.53641788804368	1.76478347067128	1.69434033481168	1.44361824258116	1.54131166128373
ENSMUSG00000046101	Mcmdc2	0.683386853951312	0.414033657636828	0.503258345146499	1.23431044065896	1.20390748723571	1.03618531070261	0.350364557713981	0.551391626288982	0.40199670729076	0.0498492247644435	-0.00618452252950519	-0.0787682173834767
ENSMUSG00000098234	Snhg6	5.28561096908976	5.16708935158185	5.45918285369307	5.43339296688863	5.60378696115099	5.62826277735383	5.15203074993099	5.35499864930302	5.49638264246434	5.51825338467219	5.3948419878161	5.4520000297485
ENSMUSG00000025917	Cops5	6.35436709175754	6.31078058690218	6.29385706429147	6.40134730865455	6.48433096565042	6.5423514670933	6.49304869332551	6.4502409278636	6.5967735977699	6.44704798844473	6.49330402920671	6.53761963705833
ENSMUSG00000056763	Cspp1	3.60886296526306	3.35762847234562	3.29617531955502	4.28838086635443	4.31628069471765	4.08338800916311	3.35841109226658	3.40741728665107	3.34674760164063	3.32746124645039	3.29183460301869	3.23360813894725
ENSMUSG00000067851	Arfgef1	5.26870958377236	5.14258482814375	5.05146473417828	5.52786904305809	5.46305720329764	5.34773712624689	5.2201603794413	5.15000303897002	5.30095992526173	5.23230496633731	5.28659366869396	5.27442239685445
ENSMUSG00000048960	Prex2	1.90145077901177	1.90041663357107	1.56057122437316	2.32183824166505	2.25198658199315	2.34934389009798	3.05372540602879	3.05512783940976	3.07748863015065	2.92677269507323	3.00740975522481	3.08578044415712
ENSMUSG00000057715	A830018L16Rik	0.630259075181527	-0.138854572085545	-0.0270484197245864	0.991751773316743	0.387527170828676	0.360870372618493	-0.441232918372169	-0.126426182018438	-0.215535326943193	-0.519320142313887	-0.588788391652084	-0.613204211117356
ENSMUSG00000016918	Sulf1	4.39580903123491	4.21499999410608	4.25220153717373	4.99050217384381	4.76087616403988	4.35054192484717	5.51753329785335	5.56190848037284	5.47208768038941	5.52657807545171	5.54690113932319	5.55754438696545
ENSMUSG00000025938	Slco5a1	4.72718371820785	4.74154534747305	4.58006949605866	5.11415810296398	5.11480898842695	5.03339822925131	3.46784667938862	3.73233647649652	3.54764663446247	3.54706465827899	3.83747736355584	3.67020528465511
ENSMUSG00000005886	Ncoa2	4.8581452943119	4.81897597542732	4.63946127456692	4.85294201811601	4.69569890570879	4.71603778793686	4.58038065680951	4.62642970605397	4.5183410376419	4.70029436974365	4.71661292123231	4.71075868762098
ENSMUSG00000025935	Tram1	5.53732923201705	5.54336451582177	5.53273691258753	5.7644800009857	5.80800480308891	5.75800292666933	6.4373606823925	6.38658051643297	6.47096009609937	6.15743115621344	6.07738660046971	6.16671547605911
ENSMUSG00000025937	Lactb2	2.71504398571293	2.79958600025595	2.60423079296788	2.841146762416	3.11769402258084	3.09009479810293	3.77470476696091	3.77030637517369	3.68511466252601	3.76258857531358	3.72726529375394	3.66327919640554
ENSMUSG00000025932	Eya1	2.84097195695001	2.92019907768358	2.92234142092192	2.9370302250919	2.91231772655653	2.82863889420874	2.47411771480777	2.56736452796234	2.80260173897512	2.68414857523614	2.69311437595495	2.69594363458172
ENSMUSG00000032769	Trpa1	0.118249017580474	0.404762069575423	-0.113613963787476	0.298075078293589	0.630305150871642	0.141817976989852	0.0975437589723605	0.295323699990654	0.462887371413192	0.278788501850556	0.134877420988012	0.029609781470036
ENSMUSG00000092083	Kcnb2	2.19635814130228	1.74652540898132	1.72956252559486	2.58018332011537	2.30080239997801	2.04294269614917	0.144355468045223	0.173652913145535	0.0923163577523773	0.151332508199385	0.436769280238263	0.169036205491899
ENSMUSG00000025925	Terf1	4.13970754574297	4.28597301831369	4.20982427457255	4.61523494644613	4.71070919136476	4.68950077128559	5.20777963524399	5.14524657202427	5.153202415677	5.27859889787774	5.04754766722059	5.07253394971544
ENSMUSG00000104379	Gm37509	-0.199896862291421	-0.532936086086874	-0.566689584128181	0.703309466315073	0.426479935118177	0.228029331122617	-0.19551024634621	-0.132333588578703	-0.553980274213636	-0.877592254358316	-0.268527576344919	-0.739305350054654
ENSMUSG00000067795	4930444P10Rik	0.517624202274106	0.527729082492943	0.364017675115381	1.29830611579819	1.3962342353073	0.496337182997475	0.0357520981450676	0.598094735967244	-0.317076043901743	0.313139085692317	-0.0485792518086221	0.35545351945429
ENSMUSG00000043716	Rpl7	9.89570447108433	9.94921257540398	9.95489184482053	10.0145402371054	10.072255603309	10.1495954668069	10.4097326536789	10.387229528093	10.4350724906052	10.2920001636028	10.3343699120235	10.3551911880221
ENSMUSG00000025921	Rdh10	4.2844119516958	4.14947092224154	4.09181911911252	4.4867437092759	4.32295644736571	4.22978001002071	3.63335717496201	3.53063216673297	3.67134394302949	3.64155022005611	3.56160508196495	3.63643219912143
ENSMUSG00000025920	Stau2	5.71127413705464	5.47695162594554	5.51067890402818	5.85601579232389	5.73784551708438	5.68965758504348	4.84073476844587	5.03016033696886	4.88615487506039	4.87273004057244	4.95005996188455	4.94468260073443
ENSMUSG00000025939	Ube2w	5.00722811818725	4.92020069546112	4.86220324518747	5.31688750906914	5.21621558463515	5.05244385804017	4.76652834375882	4.63418092420867	4.81624658786092	4.57596056469824	4.69275475636193	4.6151484178326
ENSMUSG00000079658	Tceb1	6.88843434614367	6.84970089717111	6.80900847494658	7.10550061794068	7.06195697488348	7.1447729443042	6.80396684584283	6.76741847306675	6.95349023862486	6.73243510425546	6.85320579669629	6.89462095640217
ENSMUSG00000025940	Tmem70	6.20653355165421	6.215029850821	6.20270498036882	6.30605442499405	6.32542891308331	6.34016668073756	6.28323845294175	6.28405521636121	6.24619063115791	6.27091850725969	6.22188412434881	6.18212724365134
ENSMUSG00000025779	Ly96	1.0657934990342	1.53371296660542	0.302778450067386	1.2612100978909	1.27529191418628	2.0655120118982	1.00981775776342	0.978923728168894	1.41026234292363	1.80055855862575	1.51961317824424	1.67615979630772
ENSMUSG00000042686	Jph1	2.8143162561549	3.01170527907531	2.71487848351136	2.63310836802648	2.89754187443051	2.78991740332963	3.62766451945798	3.50372408216305	3.26233244727807	3.56206944505454	3.36784578930543	3.28794009379763
ENSMUSG00000025777	Gdap1	5.52649971466398	5.25311889611265	5.20808408318644	5.92062649976066	5.71857970014581	5.63001315782934	3.39184807992368	3.60364092925837	3.529852097297	3.43128694914959	3.58461977706537	3.57734474176812
ENSMUSG00000085125	Gm16070	-0.723000867944503	-0.851534385694375	-0.944337781038332	-0.914420670068523	-0.792396454012884	-0.838299509787493	-1.32257369974103	-1.04731316233327	-0.918380857201527	-1.33264527259058	-1.15146378894863	-0.900475074287673
ENSMUSG00000025776	Crispld1	2.7232435440705	2.81496546018904	2.52963519988172	3.39227678070327	2.95369890568394	3.23013463342925	3.05673807151426	3.2479186762584	3.43345181570256	3.44252085971733	3.62114846759149	3.40899989681349
ENSMUSG00000109887	RP24-571A14.6	3.79261697020351	3.8783385008028	3.72684054785654	4.1282618904582	3.88250367139246	4.03162010253591	0.638399928237465	0.857974399908354	0.802043558580948	0.0880902950540552	0.674454098376799	0.389184737525387
ENSMUSG00000042596	Tfap2d	4.24945348601733	3.5250204036263	3.5722007841171	4.47108613153559	3.64257646797986	3.68093045988333	-1.06574994460554	-0.80783163544918	-0.400554883987972	-1.31693050955379	-1.07710396798438	-0.688716559234166
ENSMUSG00000025927	Tfap2b	1.08980651650648	1.04739176014999	1.06958953931615	1.53423029816401	1.42232823882565	1.74496818482488	3.31509354491188	3.59696049431962	3.56449489815587	4.12097816868473	3.50660206594703	4.07706510729836
ENSMUSG00000041859	Mcm3	6.92306607901185	7.50171481258174	7.30887280747124	7.0340448872386	7.43602812928996	7.49258463403698	8.19118189660233	8.19529800259195	8.1008217432716	8.19029540354694	8.16013759565676	8.14160956210175
ENSMUSG00000025931	Paqr8	5.09477980433975	4.81551967370419	4.83706461148626	5.08252849496927	4.85980790020406	4.82571914516026	3.57440001756214	3.87995351716387	3.70050955537048	3.98568177863995	4.0322242648196	3.88784813872787
ENSMUSG00000041809	Efhc1	1.56842794802433	1.97516973059435	1.96751587994816	2.47926297167194	2.21900412683229	2.20302601921023	1.37868778513944	1.99113919189537	1.66894877677221	1.67173134894896	1.82904790788626	1.19409257552052
ENSMUSG00000041779	Tram2	2.57130021343545	2.78314764114649	2.68831845033727	2.85120320892717	2.57323189286513	2.50879472434808	3.21610773648325	3.29295063973606	3.30240798835084	3.34380023569566	3.26190678412403	3.25425924665644
ENSMUSG00000025933	Tmem14a	3.82039098751783	3.76687009607433	3.71535868821538	3.87678942075812	3.96750637172935	3.76856837678864	3.37811825947522	3.66392310859212	3.60121233927666	3.3012023818149	3.55972616146513	3.51747456035307
ENSMUSG00000028033	Kcnq5	1.74564685998852	1.15444795833883	1.11125485009978	1.61161610976784	1.25154930130729	1.33606290261221	-0.262099900375951	-0.232842734493733	-0.107089354184687	0.0427723616359472	0.176317519539399	0.00702146834033002
ENSMUSG00000041670	Rims1	3.5991731333939	3.12000910379376	3.15786858916573	4.03781047002982	3.54202448236524	3.36046042927562	1.2345489740187	1.20629735791459	1.20437259344468	1.05278807989723	1.55859033462859	1.342229963169
ENSMUSG00000097970	Gm27028	2.0208554789448	1.84990155720612	1.96476057159235	3.67987995936364	3.58494973454706	3.4732483862998	2.83749978275352	2.987923805856	2.5703014703356	2.74751199958375	1.54924051015595	2.28280475242268
ENSMUSG00000026158	Ogfrl1	4.01445055122371	3.75862733162984	3.82897183116537	4.39020657675469	4.18115229745855	4.05939173929363	3.73975653682422	3.70946497627446	3.79794812683069	3.71987276963603	3.68043310165127	3.73515010317515
ENSMUSG00000026156	B3gat2	3.85990493499302	3.30066673918161	3.46621821048431	3.89071984736815	3.46943251190576	3.50939936688406	0.353182537605434	0.595564790479106	0.0700821397610092	0.849743467583263	0.926483180707869	0.542596254866613
ENSMUSG00000026155	Smap1	6.29671766598396	6.22000451642437	6.19204663808303	6.40947096350354	6.34655348069365	6.24697796846101	6.19705915547186	6.16579108419919	6.21163874840098	6.12686702099468	6.07873326157918	6.05689668114474
ENSMUSG00000026154	Sdhaf4	5.67813256954035	5.61932319967535	5.80992121350959	5.32573455127984	5.52648025060545	5.67047166852392	4.93694525554185	5.01835382161822	5.36862594191922	5.54374880531772	5.43009217365813	5.42003192195267
ENSMUSG00000026153	Fam135a	5.47382429217553	5.4980419926079	5.41797700943063	6.0364758457674	6.18483330988642	6.1275832462158	5.32721545987902	5.46522224375416	5.37942324038852	5.29027944115282	5.33777782705038	5.35304387178675
ENSMUSG00000026147	Col9a1	0.607274685081787	0.168285277267163	0.3683094489204	0.7681258744425	0.512359745131963	0.779915644718461	1.88456988163117	2.01640834017092	2.31226749946779	2.51140204757696	2.48727099361663	2.20662084871192
ENSMUSG00000026141	Col19a1	-0.0939637869398844	-0.0403566142547227	-0.623211760769632	0.146898883465109	-0.0499758346672614	-0.327957659921879	-1.59420012940632	-1.47145581025292	-1.28929104492772	-1.50531380723195	-1.26220032982715	-1.00787042656149
ENSMUSG00000100862	Gm10925	0.532965660473657	1.38717190735166	0.150878202087853	2.62951273443789	2.13504173593586	2.31221476751353	1.89116338614079	1.96870807205676	2.08725235126074	0.936867461503134	1.1656318603918	1.12536203418245
ENSMUSG00000073725	Lmbrd1	4.52657735520165	4.34082580629987	4.25723106200652	4.73709707232953	4.57887804436876	4.64945419635845	3.96410168698138	4.08876481552696	4.00530194842798	4.06028933202194	4.22533128224213	4.1394507299647
ENSMUSG00000033569	Adgrb3	3.67262433670479	3.22140913873319	3.32051950167584	3.81833456642388	3.71748380198736	3.5575267915456	1.72617094254852	1.90103449076033	1.70862665574367	1.6748310997592	1.99083708836175	1.98897594489231
ENSMUSG00000104516	Gm9884	1.27021693423568	1.12991611247227	0.869122026620364	1.85028044867044	1.96956686696628	1.83131932109937	0.203145488589385	-0.260889825808359	-0.347524410028363	0.515681814532492	0.368971232455223	-0.338405484148566
ENSMUSG00000086240	Gm7846	1.60984884760982	2.21927793257839	3.70618855306134	1.81050212415946	3.2804888806959	3.15347621303807	3.7433214205194	3.76658825347884	4.01435737003793	3.53408696767967	3.06002814239973	3.31874464107669
ENSMUSG00000048874	Phf3	5.25541268327213	5.19081786605046	5.09119568092066	5.66461195911331	5.60203507859547	5.56927298346957	5.11983723722252	5.09984954462535	5.09102475514284	5.21174394719428	5.12472994497156	5.12586366631028
ENSMUSG00000026064	Ptp4a1	5.55088394211269	5.48881127048049	5.47583066719332	5.55286662985844	5.50333622694923	5.44987193133017	5.41891396352479	5.35977249699604	5.54403595288259	5.22612515531035	5.23378921353012	5.18232961018686
ENSMUSG00000026058	Khdrbs2	3.14816327916861	2.99460446348681	3.04720304101165	3.28428566495071	3.31480995680975	3.2319602148063	2.27443120420514	2.19498112651319	2.19232491704278	2.0797079761468	2.33323526166275	1.92402264566258
ENSMUSG00000026134	Prim2	4.5564286662192	4.69007381221643	4.76453166391318	4.80760236100875	4.90885590872569	5.00181451736418	5.18186357042783	5.27004859560956	5.16642422642003	5.1164030675077	5.10355436613759	5.13669954393113
ENSMUSG00000103746	1700001G17Rik	2.32424298486718	2.50025579648242	2.51467363693735	2.08210512313093	2.11778538766646	2.24853632172537	2.22613825443053	2.80435776194765	3.00735172286536	2.27977652747929	2.61873368008227	2.41709810578521
ENSMUSG00000004768	Rab23	4.25984363107515	4.23820824940745	4.2014593422793	4.35544935927413	4.48120006596613	4.24470925713479	4.390836823658	4.33360720701738	4.24600639752818	4.37953262830547	4.29537265577086	4.26809467093642
ENSMUSG00000042215	Bag2	4.13252937968477	4.2182660681674	4.10124919393657	3.97309100414806	4.10046719070976	3.90773888512662	4.82111492617081	4.75414444734929	4.63237089322165	4.62361260845356	4.63129581535026	4.60505932352111
ENSMUSG00000042197	Zfp451	5.33330794566854	5.10292625204733	5.046562767812	5.59335934260309	5.3707108889176	5.42070058812983	4.79026768213923	4.74610554613358	4.73254900301101	4.67484321577656	4.69244953614931	4.6421037166306
ENSMUSG00000042182	Bend6	4.96810561137334	3.99311031236777	4.37397109510964	5.14273723750889	4.62496284390964	4.56695934212953	1.58939231279152	1.66591244792426	1.53848203654377	1.85758455894531	1.50028244357409	1.92245865334316
ENSMUSG00000026131	Dst	4.53382767423158	4.01745220157197	3.90014812563533	4.82386629955971	4.45576329808529	4.399034289409	3.05276845254282	3.15059746264055	2.92409383362502	3.33444468131176	3.36786388207352	3.32969046512386
ENSMUSG00000096992	Gm26788	-0.724658069881844	-0.511543025603867	-0.755461131371312	-0.915516412224754	-0.0183245088670816	0.51709411318576	-0.598392821667215	-0.609418306516407	-0.621999119878442	0.00792245989968521	-0.055830777619601	-0.320118269719988
ENSMUSG00000104475	D630036G22Rik	0.207122774021773	-0.174510994933382	-0.645155395523272	0.760151837887275	0.807702478690995	-0.468648744724874	0.05506569830251	0.29144995187335	-0.503831047062192	-0.192695383209685	-0.211802374889729	0.199359170970677
ENSMUSG00000101462	Gm3052	1.41707114507597	1.56759380573833	1.55543884936925	1.69604224831965	1.82435673584642	1.46400063208442	1.27918206584062	1.29497625713383	0.245497291944503	0.55948103305791	0.568705697685047	-0.223396804460503
ENSMUSG00000102336	Gm37233	2.56014070078336	2.49641419429854	2.52159466901581	3.02528642095008	3.00261392754167	2.81866931694582	1.55425256336711	1.86904845163599	1.922608823814	2.15811417986892	2.27171407507497	2.04694056499395
ENSMUSG00000042111	Ccdc115	5.67847128944132	5.63920273253075	5.64166320672141	5.51020305732279	5.68394666858238	5.6541570362373	5.71460688486426	5.81620680159289	5.6881461465174	5.81665814379974	5.72680448875298	5.78749148929313
ENSMUSG00000026127	Imp4	4.59770220119893	4.77163282801936	4.65028260999526	4.89130741421267	4.89415372962523	4.88620443635513	5.04736759633497	5.07068581661895	4.94525393859568	5.05429827447078	5.01586784251797	4.85867965655691
ENSMUSG00000026126	Ptpn18	-0.220182866684492	-0.179766485560826	-0.421075024257799	-0.21549694235485	-0.0341138491072321	-0.391208868105352	-0.694658229163235	-0.271028012849186	-0.439434209838435	-0.3838826168693	-0.73655950901728	-0.388104815223226
ENSMUSG00000045174	Amer3	5.14913561968456	4.91331761586206	4.86210343104116	5.20436562414674	4.89642045339953	4.81342338103617	1.74947265803409	2.05931044171551	2.00856281668626	2.2317332558228	2.66209155820314	2.42484044571184
ENSMUSG00000037509	Arhgef4	3.34530068446426	3.11270597383709	3.09312902081779	3.23289084952899	3.09454367032307	3.1074251734825	0.79791442792018	1.00184872209122	0.805357168744642	1.03079239498465	1.32925368043225	1.08719899821014
ENSMUSG00000104002	Gm38336	0.805865686287905	0.912177735735131	0.548236264965869	1.52071720259019	1.33187946045611	1.14111082963185	0.970712445651632	0.553842535260493	0.899198003480524	0.673398481266929	0.683762456818453	0.979871312615902
ENSMUSG00000037503	Fam168b	8.86147377746134	8.82852517132775	8.80701029241076	8.67703283272433	8.63078445579924	8.60936968874504	8.51301768045915	8.60366069256169	8.5313630279425	8.54060825854338	8.65230941306013	8.56631429986544
ENSMUSG00000026123	Plekhb2	4.67849961599582	4.59489519196082	4.52615560260086	4.80879530658762	4.7821368594023	4.73716037092433	4.43212541771872	4.46827470569494	4.41514230477224	4.49305269747426	4.44034056276106	4.47940559882983
ENSMUSG00000045216	Hs6st1	5.65571984095723	5.58623425049258	5.4412620317272	5.28952616881604	5.05176486844688	5.09582677345513	5.28820521354738	5.22643141276617	5.15900098390193	5.26672019729149	5.16710624819203	5.13693968553849
ENSMUSG00000037470	Uggt1	5.17360849191778	5.07570353455239	4.95552686329457	5.53091470257287	5.49481554772399	5.48862490843618	5.19793750251884	5.17785531407126	5.14685285262076	5.27346695718682	5.23768804262712	5.16619785156855
ENSMUSG00000047180	Neurl3	0.186901645958852	-0.0303946587281274	-0.862232555002056	-0.737590443137083	0.177561308950988	0.135940836861455	-0.852840713005723	-0.0726467292200006	-0.0286175897958678	-0.126405901251772	-0.779767509794851	-0.0879031970291315
ENSMUSG00000037447	Arid5a	0.241557668490227	-0.164746479766322	-0.00382250902683268	-0.0797511169619121	-0.0599168825002359	-0.176325320305597	-0.282673863805471	-0.512323605025081	-0.593678295671396	-0.415696725807244	-0.332168226416083	-0.78660713984187
ENSMUSG00000010453	Kansl3	5.5018805585058	5.54650429131295	5.43793988554337	5.44566868841374	5.50443626988692	5.39256812791865	5.40934548709918	5.50024470340505	5.24712759989098	5.52168208370188	5.54204554495423	5.44098734747651
ENSMUSG00000001143	Lman2l	4.95849685195502	4.80853137656375	4.7703007334629	5.05304692731618	4.98530082056085	4.77366783499298	4.77655825173277	4.73055146122105	4.6940351239274	4.89122116256908	4.80289461082172	4.75977028587692
ENSMUSG00000037408	Cnnm4	3.14186953790401	3.5059425034979	3.40963310924338	2.98084411545703	2.95082727281902	2.97645296919114	3.47527235581433	3.40151579601594	3.40410758547264	3.55005871988752	3.5402388365954	3.46939943722828
ENSMUSG00000001138	Cnnm3	4.65235402677564	4.59889616362591	4.57540190682235	4.50176142154976	4.37474446199648	4.22626734737991	4.05769408798102	4.0177480877395	4.0117272645338	4.13056988815183	4.01473116666947	4.13021700480731
ENSMUSG00000067653	Ankrd23	0.592345177533286	0.61923571047366	0.486709440935897	0.781260806480581	1.22718246994667	0.741462834914994	0.583902871855688	0.170080494542873	0.145563102777533	0.295576631366831	0.574487691468029	0.504331169366946
ENSMUSG00000079610	Ankrd39	2.20441736448535	2.36922206567214	2.33865194774621	2.44830369122086	2.4954576901169	2.37371444738883	1.81969093803686	2.1507661853163	1.86209014127042	1.97558670923796	2.14197074462102	2.1174840711034
ENSMUSG00000026121	Sema4c	6.35814743018684	6.39687691500149	6.38188186429795	6.25365808412506	6.20202172915161	6.1346444526105	5.54364691069521	5.73653604234033	5.54531731235718	5.72497177075436	5.93916159098043	5.76006277684924
ENSMUSG00000087589	D430040D24Rik	2.18000165140751	2.70448374747745	2.67981879125997	2.12935457373493	2.34266726983157	2.52052092917573	2.02655656448998	2.62628120514768	2.47749246827502	2.79984871624707	2.73844139308831	2.83113156338858
ENSMUSG00000061518	Cox5b	6.86071370123228	6.84441220604858	7.03795911227541	6.99604119268005	6.99247917899231	6.98643048136793	6.943638071462	6.81014762724251	6.85360445348748	6.93098749423609	6.93688343252184	6.92229722165073
ENSMUSG00000037351	Actr1b	6.6554505275751	6.67704874704186	6.68204260388223	6.26767262910243	6.37068234746204	6.26555543929182	6.75726667009375	6.73295017799015	6.66763369730059	6.76277798620399	6.79364972472642	6.78870195664287
ENSMUSG00000026116	Tmem131	5.93980394894217	5.8737004191718	5.69484648291593	5.99360491561169	5.90618598043188	5.86740251200487	5.64338894698523	5.73593774691647	5.57746280531326	5.66994256581857	5.68317768868821	5.67045886816795
ENSMUSG00000050122	Vwa3b	-0.541438260890576	-0.0783016506944101	-0.19053570795877	-0.159859705161942	0.134794283134347	-0.186595323934093	-1.10750709647918	-1.06107808875256	-0.972148282621745	-1.48326876912067	-0.906420389337999	-1.27505844625185
ENSMUSG00000026113	Inpp4a	4.44005606885866	4.14939599665277	4.16069209495476	4.49063166141468	4.28258296768071	4.15241723526591	2.9064270065424	2.95124830551352	3.02055707353662	3.08987354203071	3.08883069883448	3.02746562470396
ENSMUSG00000026112	Coa5	6.070763242651	6.00169417870349	5.95789470580582	6.16267764135656	6.11207772028528	6.12534286692105	6.14361495870985	6.15596119066317	6.21509776429153	6.13713595296088	6.15112349427945	6.12035366377606
